Year,Total_population,Population_25_50,Population_25_60,Population_over18,Upper_limit,Lower_limit,Optimal,Home_sales,Inheritances,Donations,Swaps,Others,Approved,Releases,Total_amount,Average_amount,Creditor_subrogation,Consumer_subrogation,Ratio_subrogations,Ratio_mortgages_sales,Loan_to_value,Real_credit_movement,Average_mortgage_rate,Fixed_mortgages,Variable_mortgages,Years_mortgage,Euribor_1year,EURUSD_year_ave,EUR_house,USD_house,Euro_M3,Euro_M3_stock_per,BTCEUR_year_ave,BTC_house,AUEUR_year_ave,Gold_house,GDP_eurozone,Household_net_income,Disposable_income_over18,Income_constant_inflation,Income_constant_mortgage,Income_constant_housing,Income_vs_livingstandard,Housing_affordability,Wage_norm_IPVVR,Dif_Wage_IPVVR,Ideal_wage,W_M_disconnect,Price_urban_land,Tx_land,Tx_juridicas_m2,Tx_fisica_m2,Free_urbanland_km2,Urbanland_km2,Land_velocity_years,House_velocity_years,Building_permits,Build,Reform,Demolish,Permits_legalentity,Permits_individuals,Permits_publicadmin,Single_family,Single_family_m2,SF_cost,SF_cost_ave,SF_cost_m2,Condominiums,Condos_m2,Condos_cost,Condos_cost_ave,Condos_cost_m2,Ratio_price_cost,Cost_production_ave,Cost_edification,Total_homes,New_homes,Private_housing,Public_housing,Private_housing_per,Public_housing_per,Inhabitants_per_home,Average_people_home,Fertility_rate,Per_new_homes,Pop_abs_yoy,Population_yoy,Balance,Balance_hogares,Employed_constr,Workers_per_home,Workers_per_100_inhab,Cement_mt,Legal_entity,Nationals,Foreigners,Foreigner_raw,Owned_per,Rented_per,Rented_low,Freely_loaned_per,Rent_price_IPVA,Idealista_rent_100,Rent_price_eum2,Price_per,Rent_ROI_gross,Rent_ROI_gross_per,Rent_ROI_net,Rent_ROI_net_per,Idealista_price,Idealista_mortgage_86m,Idealista_house_100,Idealista_rent_86m,Price_eum2,Price_IPVVR,Price_IPV,Inflation_CPI,CPI_1985,Overrated_inflation,Real_price_over,Real_price,Accum_Inflation,IR_yoy_per,Nominal_price_yoy_per,Real_price_yoy_per,Sales_yoy_per,Credit_yoy_per,Unemployment_yoy_per,Net_ROI_yoy_per,Rainbow_curve,RC_plus50,RC_minus50,RC_plus100,RC_minus100,Alt_rainbow,US_gasoline_litre_usd,Spain_gasoline_litre_usd,Spain_electricity_mwh_eur,Price_risk,Mortgage_risk,Sales_risk,Wage_risk,Production_risk,Scarcity_risk,Labor_risk,Rent_risk,Average_risk,,,,
1939,25222014,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5264582,79950,null,null,null,null,4.79,3.33,2.12,null,95271,0.38,32314,51297,527669,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.4,null,null,null,,,,
1940,25415907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5341218,76636,null,null,null,null,4.76,3.92,3.07,null,193893,0.77,-20310,27158,505798,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.2,null,null,null,,,,
1941,25615907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5420167,78949,null,null,null,null,4.73,3.53,2.46,null,200000,0.79,-21051,22362,521062,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.3,null,null,null,,,,
1942,25865907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5501604,81437,null,null,null,null,4.70,3.58,2.52,null,250000,0.98,-43563,11532,537485,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.6,null,null,null,,,,
1943,26045907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5586227,84623,null,null,null,null,4.66,3.79,2.86,null,180000,0.70,-5377,37122,558513,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.4,null,null,null,,,,
1944,26275907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5674429,88202,null,null,null,null,4.63,3.76,2.82,null,230000,0.88,-26798,27093,582135,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49.3,null,null,null,,,,
1945,26515907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5766399,91969,null,null,null,null,4.60,3.81,2.89,null,240000,0.91,-28031,28905,606997,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46.2,null,null,null,,,,
1946,26795907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5862317,95918,null,null,null,null,4.57,3.68,2.69,null,280000,1.06,-44082,19805,633060,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.6,null,null,null,,,,
1947,27025907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5962406,100089,null,null,null,null,4.53,3.66,2.66,null,230000,0.86,-14911,37312,660589,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32.0,null,null,null,,,,
1948,27295907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6067338,104932,null,null,null,null,4.50,3.80,2.88,null,270000,1.00,-30068,33821,692553,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37.9,null,null,null,,,,
1949,27675907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6177523,110185,null,null,null,null,4.48,3.67,2.67,null,380000,1.39,-79815,6519,727220,6.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,84.0,null,null,null,,,,
1950,27976755,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6287490,109967,null,null,null,null,4.45,3.55,2.47,null,300848,1.09,-40457,25117,758773,6.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,52.6,null,null,null,,,,
1951,28208796,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6396042,108553,null,null,null,null,4.41,3.53,2.46,null,232041,0.83,-7468,42900,763580,7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23.2,null,null,null,,,,
1952,28477792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6507420,111378,null,null,null,null,4.38,3.59,2.55,null,268997,0.95,-23120,36461,768507,6.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34.7,null,null,null,,,,
1953,28757460,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6619719,112299,null,null,null,null,4.34,3.57,2.50,null,279667,0.98,-27535,33851,774862,6.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39.2,null,null,null,,,,
1954,29030918,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6736319,116601,null,null,null,null,4.31,3.52,2.44,null,273458,0.95,-20128,38969,781224,6.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33.6,null,null,null,,,,
1955,29327447,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6861074,124754,null,null,null,null,4.27,3.57,2.51,null,296530,1.02,-23510,41649,810904,6.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28.4,null,null,null,,,,
1956,29587065,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7002032,140958,null,null,null,null,4.23,3.58,2.53,null,259618,0.89,11149,68477,845748,6.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1957,29869787,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7155886,153854,null,null,null,null,4.17,3.68,2.69,null,282722,0.96,12493,77001,876968,5.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1958,30105421,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7322430,166544,null,null,null,null,4.11,3.70,2.72,null,235634,0.79,48727,102816,915990,5.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1959,30309291,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7509441,187011,null,null,null,null,4.04,3.71,2.73,null,203870,0.68,85076,132032,916356,4.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1960,30528539,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7710522,201081,null,null,null,null,3.96,3.75,2.79,null,219248,0.72,91457,142547,904864,4.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1961,30762645,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7958608,244018,null,null,null,null,3.87,3.73,2.77,null,234106,0.77,126965,181297,935937,3.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1962,31092553,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8203669,245061,null,null,null,null,3.79,3.76,2.81,null,329907,1.07,80107,157247,980245,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.8,null,null,null,,,,
1963,31412267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8458623,254953,null,null,null,null,3.71,3.80,2.88,null,319714,1.03,95096,170873,1019813,4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.0,null,null,null,,,,
1964,31723000,10776830,13841839,null,414493,207247,310870,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8726150,267527,null,null,null,null,3.64,3.89,3.02,null,310733,0.99,112160,187596,1070108,4.0,null,9917,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,121,null,null,6.95,null,null,112.7,112.7,null,null,null,null,null,null,null,null,148.4,198.4,98.4,248.4,48.4,180.5,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1965,32056000,10889956,13987138,null,418844,209422,314133,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9011828,285679,null,null,null,null,3.56,3.84,2.95,null,333000,1.05,119179,198974,1142715,4.0,null,11389,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,147,null,null,13.32,null,null,129.4,129.4,null,null,null,null,null,null,null,null,156.8,206.8,106.8,256.8,56.8,185.9,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1966,32414000,11011575,14143346,null,423522,211761,317642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9308677,296849,null,null,null,null,3.48,3.83,2.93,null,358000,1.12,117849,203437,1187396,4.0,null,13053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,158,null,null,6.25,null,null,148.3,148.3,null,null,null,null,null,null,null,null,165.0,215.0,115.0,265.0,65.0,191.3,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1967,32804000,11144064,14313516,null,428618,214309,321463,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9624308,315631,null,null,null,null,3.41,3.87,2.99,null,390000,1.20,120631,214823,1230960,3.9,null,14071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,170,null,null,6.39,null,null,159.9,159.9,null,null,null,null,null,null,null,null,173.0,223.0,123.0,273.0,73.0,196.6,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1968,33179000,11271458,14477142,null,433518,216759,325138,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9956769,332461,null,null,null,null,3.33,3.83,2.93,null,375000,1.14,144961,234630,1263353,3.8,null,15284,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,211,null,null,4.98,null,null,201.1,201.1,null,null,null,null,null,null,null,null,181.0,231.0,131.0,281.0,81.0,201.9,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1969,33604000,11415837,14662584,null,439071,219535,329303,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,980,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10302745,345975,null,null,null,null,3.26,3.83,2.92,null,425000,1.28,133475,234937,1280109,3.7,null,16222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,218,null,null,2.16,null,null,213.5,213.5,null,null,null,null,null,null,null,null,188.8,238.8,138.8,288.8,88.8,207.1,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1970,34040642,11564172,14853106,22935614,444776,222388,333582,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,1037,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10659882,357137,null,null,null,null,3.19,3.81,2.90,null,436642,1.30,138816,242627,1285694,3.6,null,16573,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,247,null,null,5.72,null,null,233.4,233.4,null,null,null,null,null,null,null,null,196.6,246.6,146.6,296.6,96.6,212.3,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1971,34408338,11620299,14954376,23195909,446935,223467,335201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,979,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11042602,382720,null,null,null,null,3.12,3.82,2.92,3.6,367696,1.08,198872,286464,1314736,3.4,null,16605,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,260,null,null,8.24,null,null,240.6,240.6,null,null,null,null,null,null,null,null,204.2,254.2,154.2,304.2,104.2,217.4,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1972,34800600,11702665,15102979,23464963,450103,225051,337577,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36,825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11462221,419619,null,null,null,null,3.04,3.80,2.89,3.8,392262,1.14,223488,316310,1330375,3.2,null,18872,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,296,null,null,8.27,null,null,273.5,273.5,null,null,null,null,null,null,null,null,211.6,261.6,161.6,311.6,111.6,222.5,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1973,35177294,11800401,15283175,23732817,453862,226931,340396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57,615,6.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11909247,447027,null,null,null,null,2.95,3.77,2.86,3.9,376694,1.08,258680,347214,1367237,3.1,null,21607,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,349,null,null,11.37,null,null,313.1,313.1,null,null,null,null,null,null,null,null,219.0,269.0,169.0,319.0,119.0,227.5,null,null,null,null,null,null,null,null,0.0,null,null,null,,,,
1974,35569375,11872022,15433335,24002419,456616,228308,342462,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,96,388,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12326071,416824,null,null,null,null,2.89,3.75,2.90,3.5,392081,1.11,220783,312297,1390694,3.3,null,22147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,371,null,null,15.66,null,null,321.0,321.0,null,null,null,null,null,null,null,null,226.2,276.2,176.2,326.2,126.2,232.5,null,null,null,null,null,null,null,null,10.2,null,null,null,,,,
1975,35946425,11926333,15569725,24306457,458705,229353,344029,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,92,420,-0.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12695853,369782,null,null,null,null,2.83,3.73,2.77,3.0,377050,1.06,181257,268642,1350481,3.7,null,20849,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,387,null,null,17.02,null,null,330.9,330.9,null,null,null,null,null,null,null,null,233.4,283.4,183.4,333.4,133.4,237.4,null,null,null,100.0,null,null,null,null,23.1,null,null,61.5,,,,
1976,36329199,11966578,15701262,24618168,460253,230127,345190,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,83,459,5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13064033,368180,null,null,null,null,2.78,3.71,2.77,2.9,382774,1.06,176793,264867,1346013,3.7,null,21293,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,379,null,null,17.56,null,null,322.6,322.6,null,null,null,null,null,null,null,null,240.4,290.4,190.4,340.4,140.4,242.3,null,null,null,96.2,null,null,null,null,24.2,null,null,60.2,,,,
